variant_id,model_role,as_of_date,reference_month,relative_month,growth_mean,inflation_mean,growth_variance,growth_inflation_covariance,inflation_variance,exact_score,probability_growth_up_inflation_up,probability_growth_down_inflation_up,probability_growth_up_inflation_down,probability_growth_down_inflation_down
consumer_none,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_none,sensitivity,2026-07-20,2026-06-01,-1,-0.007326101067083306,0.3331990139516396,0.716738609042971,-0.03425185107119605,0.1843227742755167,False,0.3238005406260044,0.33450974719856036,0.17433573376845177,0.16735397840698366
consumer_none,sensitivity,2026-07-20,2026-07-01,0,-0.2944097080216922,0.2954302897141239,10.96195884703219,-0.8694615607048805,0.4691689962335205,False,0.2506603372489332,0.3682977630519165,0.2164249041737235,0.16461699552542675
consumer_legacy,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_legacy,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_legacy,sensitivity,2026-07-20,2026-06-01,-1,-0.1735810565494218,0.3063035938059993,0.4633720170443717,-0.027556439660788266,0.18352761935514678,False,0.2894767826539269,0.35675168828216614,0.16400367124529652,0.18976785781861044
consumer_legacy,sensitivity,2026-07-20,2026-07-01,0,-0.3377083130582487,0.27043312003444886,10.955747034788159,-0.8712553861894436,0.4685387557431917,False,0.2427937437074594,0.36640110524790026,0.2194550869790534,0.17135006406558698
consumer_real_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_real_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_real_only,sensitivity,2026-07-20,2026-06-01,-1,0.31088157548595236,0.2749162007568719,0.5094001536742102,0.0013191303252955643,0.17882820479259792,False,0.3679631765190968,0.26432058363561567,0.2140972608271131,0.15361897901817445
consumer_real_only,sensitivity,2026-07-20,2026-07-01,0,-0.2735707437397462,0.279345054210738,10.961076884095887,-0.8686072560435137,0.4689776066710387,False,0.24898755936130276,0.36368472784780337,0.22042165559827856,0.16690605719261534
consumer_implicit_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_implicit_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_implicit_only,sensitivity,2026-07-20,2026-06-01,-1,-0.1491263447398217,0.024828473822267914,0.7130113612732513,-0.042559193625719895,0.1731268972068071,False,0.23115309411782947,0.28107246603418845,0.2309381761084971,0.256836263739485
consumer_implicit_only,sensitivity,2026-07-20,2026-07-01,0,-0.49265769020280314,0.10786191926821159,10.95668919580562,-0.87426369641886,0.4648159469856951,False,0.2020767685939927,0.34203029831488974,0.24294561920622326,0.2129473138848943
consumer_vehicle_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_vehicle_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_vehicle_only,sensitivity,2026-07-20,2026-06-01,-1,0.0450328144281137,0.330207057009004,0.7087251922033304,-0.03388495960193717,0.18439263705022912,False,0.3319200973887909,0.3250369550651369,0.17955320888542492,0.16348973866064725
consumer_vehicle_only,sensitivity,2026-07-20,2026-07-01,0,-0.2872303307564652,0.296624789977909,10.961849532067118,-0.8694689833796759,0.4691916087297857,False,0.25138414743791815,0.3680389537206674,0.21650184684493778,0.16407505199647665
consumer_real_implicit_joint_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_real_implicit_joint_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_real_implicit_joint_only,sensitivity,2026-07-20,2026-06-01,-1,0.09168445751788154,-0.06703675732658587,0.5992175017149098,-0.018915264179293942,0.16700594686737685,False,0.2419220626538239,0.22494693444559352,0.2819659337786789,0.2511650691219038
consumer_real_implicit_joint_only,sensitivity,2026-07-20,2026-07-01,0,-0.5038791345509865,0.06787239702844663,10.95600057276564,-0.8742806076999748,0.46392692439686767,False,0.1940368325876129,0.33376495100941045,0.24974002611653973,0.22245819028643693
consumer_without_real,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_without_real,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_without_real,sensitivity,2026-07-20,2026-06-01,-1,-0.09469518959124762,0.02233403425103779,0.7051008272129169,-0.042070773855500274,0.17325726387307444,False,0.2376622081807378,0.27333432453495676,0.2382052267488055,0.25079824053549993
consumer_without_real,sensitivity,2026-07-20,2026-07-01,0,-0.4848473955512063,0.1094625547305165,10.9566253360578,-0.8742344187193533,0.464867357443965,False,0.2028357515888869,0.34192190799259836,0.24305267453213908,0.21218966588637567
consumer_without_implicit,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_without_implicit,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_without_implicit,sensitivity,2026-07-20,2026-06-01,-1,0.3469925904885393,0.2747688209876403,0.5044019438513868,0.0014709969881995686,0.17879967751706172,False,0.37393180618604405,0.2582864366554041,0.21760047684983452,0.15018128030871736
consumer_without_implicit,sensitivity,2026-07-20,2026-07-01,0,-0.2675296238535689,0.28128435001670116,10.960981182646243,-0.8686464488884073,0.4689622809935075,False,0.24977557286445737,0.3636584517877126,0.2203077679552157,0.1662582073926143
consumer_revised_full,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
consumer_revised_full,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
consumer_revised_full,sensitivity,2026-07-20,2026-06-01,-1,0.1346092164333057,-0.06894781586521612,0.5935234849561348,-0.01873141380443486,0.1670168144750882,False,0.24667438970178795,0.21925267343697896,0.2884158283916503,0.24565710846958272
consumer_revised_full,sensitivity,2026-07-20,2026-07-01,0,-0.49768380536303847,0.06916695716339429,10.95590366555499,-0.874309283019844,0.46392486455635495,False,0.19462643184905215,0.3337047741945631,0.24983698411313826,0.22183180984324646
business_none,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
business_none,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
business_none,sensitivity,2026-07-20,2026-06-01,-1,-0.17358105654948552,0.30630359380600247,0.46337201704437037,-0.02755643966078822,0.18352761935514672,False,0.2894767826539166,0.35675168828217785,0.16400367124528986,0.18976785781861572
business_none,sensitivity,2026-07-20,2026-07-01,0,-0.3377083130582578,0.2704331200344471,10.955747034788157,-0.8712553861894438,0.4685387557431917,False,0.24279374370745843,0.3664011052479005,0.21945508697905336,0.17135006406558773
business_legacy,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
business_legacy,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
business_legacy,sensitivity,2026-07-20,2026-06-01,-1,-0.1735810565494218,0.3063035938059993,0.4633720170443717,-0.027556439660788266,0.18352761935514678,False,0.2894767826539269,0.35675168828216614,0.16400367124529652,0.18976785781861044
business_legacy,sensitivity,2026-07-20,2026-07-01,0,-0.3377083130582487,0.27043312003444886,10.955747034788159,-0.8712553861894436,0.4685387557431917,False,0.2427937437074594,0.36640110524790026,0.2194550869790534,0.17135006406558698
business_activity_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
business_activity_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
business_activity_only,sensitivity,2026-07-20,2026-06-01,-1,-0.17358105654939615,0.3063035938059981,0.46337201704437236,-0.027556439660788273,0.18352761935514691,False,0.289476782653931,0.35675168828216136,0.1640036712452993,0.18976785781860833
business_activity_only,sensitivity,2026-07-20,2026-07-01,0,-0.33770831305824506,0.2704331200344496,10.955747034788159,-0.8712553861894436,0.4685387557431918,False,0.2427937437074599,0.36640110524790004,0.21945508697905333,0.17135006406558675
business_pipeline_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
business_pipeline_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
business_pipeline_only,sensitivity,2026-07-20,2026-06-01,-1,-0.1735810565494823,0.3063035938060022,0.46337201704437053,-0.02755643966078823,0.1835276193551467,False,0.2894767826539171,0.35675168828217724,0.16400367124529025,0.18976785781861544
business_pipeline_only,sensitivity,2026-07-20,2026-07-01,0,-0.33770831305825727,0.27043312003444714,10.955747034788155,-0.8712553861894436,0.46853875574319176,False,0.24279374370745857,0.36640110524790037,0.21945508697905322,0.1713500640655878
business_revised_joint,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
business_revised_joint,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
business_revised_joint,sensitivity,2026-07-20,2026-06-01,-1,-0.17358105654941364,0.3063035938059991,0.463372017044372,-0.02755643966078826,0.18352761935514678,False,0.28947678265392823,0.35675168828216464,0.1640036712452974,0.18976785781860972
business_revised_joint,sensitivity,2026-07-20,2026-07-01,0,-0.33770831305824744,0.27043312003444914,10.955747034788159,-0.8712553861894439,0.46853875574319187,False,0.24279374370745951,0.36640110524790015,0.2194550869790534,0.17135006406558692
claims_none,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
claims_none,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
claims_none,sensitivity,2026-07-20,2026-06-01,-1,-0.16064222053762223,0.3079067134847461,0.46586655394043897,-0.027656411849769004,0.18357391006397736,False,0.2920447172802726,0.3549087086675693,0.1649135218308494,0.18813305222130872
claims_none,sensitivity,2026-07-20,2026-07-01,0,-0.10020448160210822,0.25201964100505553,11.575150931849757,-0.9205046497974547,0.47245333086043373,False,0.25401736254323287,0.34770808475521225,0.2350297406485135,0.16324481205304137
claims_icsa_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
claims_icsa_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
claims_icsa_only,sensitivity,2026-07-20,2026-06-01,-1,-0.1735810565494218,0.3063035938059993,0.4633720170443717,-0.027556439660788266,0.18352761935514678,False,0.2894767826539269,0.35675168828216614,0.16400367124529652,0.18976785781861044
claims_icsa_only,sensitivity,2026-07-20,2026-07-01,0,-0.3377083130582487,0.27043312003444886,10.955747034788159,-0.8712553861894436,0.4685387557431917,False,0.2427937437074594,0.36640110524790026,0.2194550869790534,0.17135006406558698
claims_ccsa_conditional_only,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
claims_ccsa_conditional_only,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
claims_ccsa_conditional_only,sensitivity,2026-07-20,2026-06-01,-1,-0.18994190198322547,0.3095131990696278,0.4608038963635009,-0.027413413366959544,0.18346791753744648,False,0.28732283936606906,0.3603725649278898,0.16176626563004104,0.19053833007600007
claims_ccsa_conditional_only,sensitivity,2026-07-20,2026-07-01,0,-0.12030630200356686,0.2526857893704212,10.95532750409812,-0.8712525847817365,0.4685175322486603,False,0.25391992032833144,0.34827451027376,0.23261368278014483,0.16519188661776374
claims_independent,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
claims_independent,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
claims_independent,sensitivity,2026-07-20,2026-06-01,-1,-0.20147526192402013,0.3082209611798216,0.4579854622964678,-0.02728936178919031,0.18341772750409613,False,0.2850645654900724,0.36204828441169357,0.16091725249795719,0.19196989760027683
claims_independent,sensitivity,2026-07-20,2026-07-01,0,-0.31990738654844475,0.2681488654765999,10.337281712292738,-0.8221103682902712,0.46461031026065785,False,0.2443213536082054,0.3641928757395212,0.21901023512719553,0.17247553552507788
claims_conditional_joint,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
claims_conditional_joint,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
claims_conditional_joint,sensitivity,2026-07-20,2026-06-01,-1,-0.20247780229379403,0.3080351172499523,0.4584506415834007,-0.0273146739757303,0.18342621543234902,False,0.2848546217279644,0.3621727640957665,0.16086576446876455,0.19210684970750458
claims_conditional_joint,sensitivity,2026-07-20,2026-07-01,0,-0.34468264013145333,0.27008244032101614,10.398867324384659,-0.82700578330948,0.4650005618641587,False,0.2429143157235015,0.3663406702855645,0.21768642608071134,0.17305858791022263
all_revised_candidate,sensitivity,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964
all_revised_candidate,sensitivity,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735
all_revised_candidate,sensitivity,2026-07-20,2026-06-01,-1,0.09478378940247179,-0.06708469776401281,0.5868777488545615,-0.018564326158332728,0.16695420766757052,False,0.24235432234528975,0.22448971978634114,0.28240541554225407,0.25075054232611504
all_revised_candidate,sensitivity,2026-07-20,2026-07-01,0,-0.49825820737762305,0.06757963948569677,10.398964370021934,-0.8299177362660395,0.4603629890938114,False,0.19480298154536974,0.33293122795798974,0.24834430977407979,0.22392148072256074
