evaluation_sample,comparison_id,candidate_id,reference_id,block_id,experiment_arm,primary_atomic,evaluation_checkpoint,metric,better_direction,paired_months,mean_candidate_minus_reference,median_candidate_minus_reference,bootstrap_lower,bootstrap_upper,bootstrap_probability_candidate_better,mean_block_benefit,block_benefit_lower,block_benefit_upper,bootstrap_probability_block_beneficial,centered_two_sided_p_value,block_length_months,calendar_segments,replications,random_seed,holm_adjusted_p_value_price,holm_adjusted_p_value_consumer,holm_adjusted_p_value_business,holm_adjusted_p_value_claims,family,declared_arm,response
full_sample,consumer_real_only__vs__consumer_none,consumer_real_only,consumer_none,real_retail_and_food_services_log_change,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-3.092574107059267e-05,0.0,-0.00017222195362340097,0.00012161976415542392,0.6858,3.092574107059267e-05,-0.00012161976415542396,0.00017222195362340097,0.6858,0.6500699860027994,12,1,5000,20260722,,1.0,,,consumer,add_one,real_retail_and_food_services_log_change
full_sample,consumer_real_only__vs__consumer_none,consumer_real_only,consumer_none,real_retail_and_food_services_log_change,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.00012717072051675137,0.0,-0.0004891769392206297,0.0002079625688271071,0.773,0.00012717072051675137,-0.00020796256882710715,0.0004891769392206297,0.773,0.46130773845230955,12,1,5000,20260722,,1.0,,,consumer,add_one,real_retail_and_food_services_log_change
full_sample,consumer_revised_full__vs__consumer_legacy,consumer_revised_full,consumer_legacy,consumer,add_one,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,-0.01092896174863388,0.02185792349726776,0.6208,0.00546448087431694,-0.01092896174863388,0.02185792349726776,0.6208,0.5920815836832634,12,1,5000,20260722,,1.0,,,consumer,direct_replacement,
full_sample,consumer_revised_full__vs__consumer_legacy,consumer_revised_full,consumer_legacy,consumer,add_one,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-4.8243803749309416e-05,0.0,-0.0005180509838045815,0.0005095485116896782,0.6014,4.8243803749309416e-05,-0.0005095485116896782,0.0005180509838045815,0.6014,0.8518296340731853,12,1,5000,20260722,,1.0,,,consumer,direct_replacement,
full_sample,consumer_revised_full__vs__consumer_legacy,consumer_revised_full,consumer_legacy,consumer,add_one,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-9.351319995616955e-05,0.0,-0.0009979096160287288,0.0009903870808993787,0.6014,9.351319995616955e-05,-0.0009903870808993787,0.0009979096160287288,0.6014,0.8412317536492702,12,1,5000,20260722,,1.0,,,consumer,direct_replacement,
full_sample,consumer_revised_full__vs__consumer_legacy,consumer_revised_full,consumer_legacy,consumer,add_one,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.009626686705704535,0.0,-0.025642050611192766,-0.0007224201515580802,0.999,0.009626686705704535,0.0007224201515580782,0.025642050611192766,0.999,0.07778444311137772,12,1,5000,20260722,,0.530493901219756,,,consumer,direct_replacement,
full_sample,consumer_vehicle_only__vs__consumer_none,consumer_vehicle_only,consumer_none,total_vehicle_unit_sales_log_change,add_one,True,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,-0.01092896174863388,0.02185792349726776,0.6188,0.00546448087431694,-0.01092896174863388,0.02185792349726776,0.6188,0.5814837032593482,12,1,5000,20260722,,1.0,,,consumer,add_one,total_vehicle_unit_sales_log_change
full_sample,consumer_vehicle_only__vs__consumer_none,consumer_vehicle_only,consumer_none,total_vehicle_unit_sales_log_change,add_one,True,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-4.622898614361301e-06,0.0,-0.00045049806998060814,0.0005123640640758731,0.5414,4.622898614361301e-06,-0.0005123640640758734,0.00045049806998060803,0.5414,0.9806038792241552,12,1,5000,20260722,,1.0,,,consumer,add_one,total_vehicle_unit_sales_log_change
full_sample,consumer_vehicle_only__vs__consumer_none,consumer_vehicle_only,consumer_none,total_vehicle_unit_sales_log_change,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,1.5908140142504884e-05,0.0,-0.0008374310018928125,0.0010563503910832907,0.5228,-1.5908140142504884e-05,-0.0010563503910832907,0.0008374310018928125,0.5228,0.9726054789042191,12,1,5000,20260722,,1.0,,,consumer,add_one,total_vehicle_unit_sales_log_change
full_sample,consumer_vehicle_only__vs__consumer_none,consumer_vehicle_only,consumer_none,total_vehicle_unit_sales_log_change,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.009099906137197218,0.0,-0.024671038504841338,-0.0006181001905388175,0.9996,0.009099906137197218,0.000618100190538817,0.024671038504841338,0.9996,0.07578484303139373,12,1,5000,20260722,,0.530493901219756,,,consumer,add_one,total_vehicle_unit_sales_log_change
full_sample,consumer_without_implicit__vs__consumer_revised_full,consumer_without_implicit,consumer_revised_full,implicit_retail_price_log_change,leave_one_out,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,implicit_retail_price_log_change
full_sample,consumer_without_implicit__vs__consumer_revised_full,consumer_without_implicit,consumer_revised_full,implicit_retail_price_log_change,leave_one_out,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,5.690939830147437e-05,0.0,-7.250965825006454e-06,0.00017228484592949744,0.1632,5.690939830147437e-05,-7.250965825006454e-06,0.00017228484592949744,0.8368,0.3145370925814837,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,implicit_retail_price_log_change
full_sample,consumer_without_implicit__vs__consumer_revised_full,consumer_without_implicit,consumer_revised_full,implicit_retail_price_log_change,leave_one_out,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,0.00013694256878904769,0.0,-1.4859674509953724e-05,0.0004175770836226931,0.1468,0.00013694256878904769,-1.4859674509953724e-05,0.0004175770836226931,0.8532,0.29874025194961007,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,implicit_retail_price_log_change
full_sample,consumer_without_implicit__vs__consumer_revised_full,consumer_without_implicit,consumer_revised_full,implicit_retail_price_log_change,leave_one_out,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,0.0005518674058540617,0.0,-3.253938440532605e-05,0.001684861299659916,0.1638,0.0005518674058540617,-3.253938440532605e-05,0.001684861299659916,0.8362,0.3179364127174565,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,implicit_retail_price_log_change
full_sample,consumer_without_real__vs__consumer_revised_full,consumer_without_real,consumer_revised_full,real_retail_and_food_services_log_change,leave_one_out,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,real_retail_and_food_services_log_change
full_sample,consumer_without_real__vs__consumer_revised_full,consumer_without_real,consumer_revised_full,real_retail_and_food_services_log_change,leave_one_out,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,2.6316750767825584e-05,0.0,-4.30218112759153e-05,0.00010125276697794585,0.23,2.6316750767825584e-05,-4.30218112759153e-05,0.00010125276697794585,0.77,0.4657068586282743,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,real_retail_and_food_services_log_change
full_sample,consumer_without_real__vs__consumer_revised_full,consumer_without_real,consumer_revised_full,real_retail_and_food_services_log_change,leave_one_out,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,5.9608954561352856e-05,0.0,-9.065503753619466e-05,0.00022264443254450857,0.2346,5.9608954561352856e-05,-9.065503753619466e-05,0.00022264443254450857,0.7654,0.4513097380523895,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,real_retail_and_food_services_log_change
full_sample,consumer_without_real__vs__consumer_revised_full,consumer_without_real,consumer_revised_full,real_retail_and_food_services_log_change,leave_one_out,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,0.00023993493546695883,0.0,-0.00015742061293008353,0.0007477269308434164,0.15,0.00023993493546695883,-0.00015742061293008353,0.0007477269308434164,0.85,0.3039392121575685,12,1,5000,20260722,,1.0,,,consumer,leave_one_out,real_retail_and_food_services_log_change
full_sample,price_import__vs__structural_reduced_input,price_import,structural_reduced_input,price,add_one,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,0.0,0.01639344262295082,0.6476,0.00546448087431694,0.0,0.01639344262295082,0.6476,0.44471105778844233,12,1,5000,20260722,1.0,,,,price,direct_replacement,
full_sample,price_import__vs__structural_reduced_input,price_import,structural_reduced_input,price,add_one,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-6.573514292935098e-05,0.0,-0.00022067504448253632,2.1852882807872943e-05,0.7128,6.573514292935098e-05,-2.1852882807872947e-05,0.00022067504448253632,0.7128,0.508498300339932,12,1,5000,20260722,1.0,,,,price,direct_replacement,
full_sample,price_import__vs__structural_reduced_input,price_import,structural_reduced_input,price,add_one,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00012430279082536506,0.0,-0.0004128401112536551,5.783320130519391e-05,0.6902,0.00012430279082536506,-5.7833201305193916e-05,0.0004128401112536513,0.6902,0.5176964607078585,12,1,5000,20260722,1.0,,,,price,direct_replacement,
full_sample,price_import__vs__structural_reduced_input,price_import,structural_reduced_input,price,add_one,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.0005403254068314146,0.0,-0.0017322480542757378,9.433271897802065e-05,0.7746,0.0005403254068314146,-9.433271897802076e-05,0.0017322480542757376,0.7746,0.42071585682863427,12,1,5000,20260722,1.0,,,,price,direct_replacement,
full_sample,price_import__vs__structural_reduced_no_price,price_import,structural_reduced_no_price,price,add_one,True,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,0.0,0.01639344262295082,0.6602,0.00546448087431694,0.0,0.01639344262295082,0.6602,0.4359128174365127,12,1,5000,20260722,1.0,,,,price,add_one,
full_sample,price_import__vs__structural_reduced_no_price,price_import,structural_reduced_no_price,price,add_one,True,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-3.954114976648065e-05,0.0,-0.00014784048926215785,2.649365597986239e-05,0.7102,3.954114976648065e-05,-2.6493655979862405e-05,0.00014784048926215783,0.7102,0.5118976204759048,12,1,5000,20260722,1.0,,,,price,add_one,
full_sample,price_import__vs__structural_reduced_no_price,price_import,structural_reduced_no_price,price,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-6.780656924138257e-05,0.0,-0.00027635269387410894,7.012905714218242e-05,0.6646,6.780656924138257e-05,-7.012905714218247e-05,0.00027635269387410894,0.6646,0.5798840231953609,12,1,5000,20260722,1.0,,,,price,add_one,
full_sample,price_import__vs__structural_reduced_no_price,price_import,structural_reduced_no_price,price,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.000371282962651833,0.0,-0.0011754235216841537,0.00014479040158196026,0.7584,0.000371282962651833,-0.00014479040158196037,0.00117542352168415,0.7584,0.4301139772045591,12,1,5000,20260722,1.0,,,,price,add_one,
full_sample,structural_reduced_input__vs__structural_reduced_no_price,structural_reduced_input,structural_reduced_no_price,price,add_one,True,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,1.0,,,,price,legacy_add_one,
full_sample,structural_reduced_input__vs__structural_reduced_no_price,structural_reduced_input,structural_reduced_no_price,price,add_one,True,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,2.6193993162870322e-05,0.0,-5.738295558302789e-08,7.863571802933354e-05,0.2012,-2.6193993162870322e-05,-7.863571802933354e-05,5.738295558302786e-08,0.2012,0.38752249550089984,12,1,5000,20260722,1.0,,,,price,legacy_add_one,
full_sample,structural_reduced_input__vs__structural_reduced_no_price,structural_reduced_input,structural_reduced_no_price,price,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,5.649622158398248e-05,0.0,-9.884654177828255e-08,0.0001695871507624211,0.217,-5.649622158398248e-05,-0.0001695871507624211,9.884654177828254e-08,0.217,0.3887222555488902,12,1,5000,20260722,1.0,,,,price,legacy_add_one,
full_sample,structural_reduced_input__vs__structural_reduced_no_price,structural_reduced_input,structural_reduced_no_price,price,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,0.00016904244417958165,0.0,-1.6705976127319808e-07,0.0005073332407749015,0.2342,-0.00016904244417958165,-0.0005073332407749015,1.6705976127319798e-07,0.2342,0.4205158968206359,12,1,5000,20260722,1.0,,,,price,legacy_add_one,
