comparison_id,candidate_id,reference_id,block_id,experiment_arm,primary_atomic,comparison_scope,evaluation_checkpoint,paired_months,first_paired_month,last_paired_month,mean_delta_score_center_negative_log_predictive_density,median_delta_score_center_negative_log_predictive_density,mean_block_benefit_score_center_negative_log_predictive_density,mean_delta_quadrant_cross_entropy_to_exact_score_map,median_delta_quadrant_cross_entropy_to_exact_score_map,mean_block_benefit_quadrant_cross_entropy_to_exact_score_map,mean_delta_quadrant_brier_distance_to_exact_score_map,median_delta_quadrant_brier_distance_to_exact_score_map,mean_block_benefit_quadrant_brier_distance_to_exact_score_map,mean_delta_hard_quadrant_correct,median_delta_hard_quadrant_correct,mean_block_benefit_hard_quadrant_correct
claims_conditional_joint__vs__claims_ccsa_conditional_only,claims_conditional_joint,claims_ccsa_conditional_only,initial_claims_innovation,add_one,True,full_common_calendar,before_any_defining_release,183,2011-01-01,2026-05-01,-0.06572576401723161,0.0,0.06572576401723161,-0.0018197769751402523,0.0,0.0018197769751402523,-0.0007878407041848369,0.0,0.0007878407041848369,0.01639344262295082,0.0,0.01639344262295082
claims_conditional_joint__vs__claims_ccsa_conditional_only,claims_conditional_joint,claims_ccsa_conditional_only,initial_claims_innovation,add_one,True,full_common_calendar,strict_pre_final_score_day,183,2011-01-01,2026-05-01,-0.02131341870026174,0.0,0.02131341870026174,8.655664447913757e-05,0.0,-8.655664447913757e-05,9.703073419609784e-05,0.0,-9.703073419609784e-05,0.0,0.0,0.0
claims_independent__vs__claims_icsa_only,claims_independent,claims_icsa_only,continued_claims_innovation,add_one,True,full_common_calendar,after_employment_situation,183,2011-01-01,2026-05-01,-0.014778751498355029,0.0,0.014778751498355029,-0.00026159186913920324,0.0,0.00026159186913920324,-0.00014248068137964965,0.0,0.00014248068137964965,0.0,0.0,0.0
claims_independent__vs__claims_icsa_only,claims_independent,claims_icsa_only,continued_claims_innovation,add_one,True,full_common_calendar,after_midmonth_defining_releases,183,2011-01-01,2026-05-01,-0.011549598820684475,0.0,0.011549598820684475,-0.00014337190096810876,0.0,0.00014337190096810876,-0.0001340421053810411,0.0,0.0001340421053810411,-0.00546448087431694,0.0,-0.00546448087431694
claims_independent__vs__claims_icsa_only,claims_independent,claims_icsa_only,continued_claims_innovation,add_one,True,full_common_calendar,before_any_defining_release,183,2011-01-01,2026-05-01,-0.01700790789910952,0.0,0.01700790789910952,-0.0025294425317115106,0.0,0.0025294425317115106,-0.000931986246506435,0.0,0.000931986246506435,0.02185792349726776,0.0,0.02185792349726776
claims_independent__vs__claims_icsa_only,claims_independent,claims_icsa_only,continued_claims_innovation,add_one,True,full_common_calendar,strict_pre_final_score_day,183,2011-01-01,2026-05-01,-0.027191153777852972,0.0,0.027191153777852972,-0.00019223046838559593,0.0,0.00019223046838559593,-0.0001772697875565309,0.0,0.0001772697875565309,0.0,0.0,0.0
claims_conditional_joint__vs__claims_independent,claims_conditional_joint,claims_independent,claims,add_one,False,full_common_calendar,after_employment_situation,183,2011-01-01,2026-05-01,0.02211595795853905,0.0,-0.02211595795853905,-2.5358892142510358e-06,0.0,2.5358892142510358e-06,1.7589801855371782e-06,0.0,-1.7589801855371782e-06,0.0,0.0,0.0
claims_conditional_joint__vs__claims_independent,claims_conditional_joint,claims_independent,claims,add_one,False,full_common_calendar,after_midmonth_defining_releases,183,2011-01-01,2026-05-01,0.013433491035452856,0.0,-0.013433491035452856,2.4733257593014836e-05,0.0,-2.4733257593014836e-05,2.220214154080465e-05,0.0,-2.220214154080465e-05,0.0,0.0,0.0
claims_conditional_joint__vs__claims_independent,claims_conditional_joint,claims_independent,claims,add_one,False,full_common_calendar,before_any_defining_release,183,2011-01-01,2026-05-01,0.012142689070178667,0.0,-0.012142689070178667,0.00038169304549449696,0.0,-0.00038169304549449696,0.00017354115756580433,0.0,-0.00017354115756580433,0.0,0.0,0.0
claims_conditional_joint__vs__claims_independent,claims_conditional_joint,claims_independent,claims,add_one,False,full_common_calendar,strict_pre_final_score_day,183,2011-01-01,2026-05-01,0.009834296187736138,0.0,-0.009834296187736138,2.6387573951198254e-05,0.0,-2.6387573951198254e-05,2.276991687316502e-05,0.0,-2.276991687316502e-05,0.0,0.0,0.0
all_revised_candidate__vs__student_t_7_combined,all_revised_candidate,student_t_7_combined,combined,add_one,False,full_common_calendar,after_employment_situation,183,2011-01-01,2026-05-01,4.83029811429443,-4.440892098500626e-16,-4.83029811429443,-0.0010529994015066033,0.0,0.0010529994015066033,-0.0004853933851705101,0.0,0.0004853933851705101,-0.00546448087431694,0.0,-0.00546448087431694
all_revised_candidate__vs__student_t_7_combined,all_revised_candidate,student_t_7_combined,combined,add_one,False,full_common_calendar,after_midmonth_defining_releases,183,2011-01-01,2026-05-01,3.009091343814197,-0.011251928042141923,-3.009091343814197,-0.0017593578229638546,-0.0003561916741292581,0.0017593578229638546,-5.6023496921663494e-05,-0.00013007900009371146,5.6023496921663494e-05,-0.02185792349726776,0.0,-0.02185792349726776
all_revised_candidate__vs__student_t_7_combined,all_revised_candidate,student_t_7_combined,combined,add_one,False,full_common_calendar,before_any_defining_release,183,2011-01-01,2026-05-01,-0.015492451766882763,-4.440892098500626e-16,0.015492451766882763,-0.0026694800487373892,0.0,0.0026694800487373892,-0.001011937625739399,0.0,0.001011937625739399,0.0273224043715847,0.0,0.0273224043715847
all_revised_candidate__vs__student_t_7_combined,all_revised_candidate,student_t_7_combined,combined,add_one,False,full_common_calendar,strict_pre_final_score_day,183,2011-01-01,2026-05-01,2.9895717387860588,-0.011413492493720367,-2.9895717387860588,-0.0031556389508330097,-0.00037690083317531986,0.0031556389508330097,-0.0005588427122083637,-0.00014223960857601137,0.0005588427122083637,-0.03825136612021858,0.0,-0.03825136612021858
all_revised_candidate__vs__partial_only,all_revised_candidate,partial_only,combined,add_one,False,full_common_calendar,after_employment_situation,183,2011-01-01,2026-05-01,4.778231004071628,-4.440892098500626e-16,-4.778231004071628,-0.0011669613040479665,0.0,0.0011669613040479665,-0.0004900773613443179,0.0,0.0004900773613443179,0.0,0.0,0.0
all_revised_candidate__vs__partial_only,all_revised_candidate,partial_only,combined,add_one,False,full_common_calendar,after_midmonth_defining_releases,183,2011-01-01,2026-05-01,2.9228311903654793,-0.031269626931379024,-2.9228311903654793,-0.0013345588125685773,-0.0007316754657029634,0.0013345588125685773,0.00011280407655134197,-0.00023573822802185063,-0.00011280407655134197,-0.07650273224043716,0.0,-0.07650273224043716
all_revised_candidate__vs__partial_only,all_revised_candidate,partial_only,combined,add_one,False,full_common_calendar,before_any_defining_release,183,2011-01-01,2026-05-01,-0.08128981917906468,-8.881784197001252e-16,0.08128981917906468,-0.0036891689983270053,0.0,0.0036891689983270053,-0.0009447618015012525,0.0,0.0009447618015012525,0.03825136612021858,0.0,0.03825136612021858
all_revised_candidate__vs__partial_only,all_revised_candidate,partial_only,combined,add_one,False,full_common_calendar,strict_pre_final_score_day,183,2011-01-01,2026-05-01,2.875122643927197,-0.041093933936402705,-2.875122643927197,-0.0012505754635764195,-0.00074729746988067,0.0012505754635764195,0.0003503105225169077,-0.00034274755895033135,-0.0003503105225169077,-0.10382513661202186,0.0,-0.10382513661202186
