evaluation_sample,comparison_id,candidate_id,reference_id,block_id,experiment_arm,primary_atomic,evaluation_checkpoint,metric,better_direction,paired_months,mean_candidate_minus_reference,median_candidate_minus_reference,bootstrap_lower,bootstrap_upper,bootstrap_probability_candidate_better,mean_block_benefit,block_benefit_lower,block_benefit_upper,bootstrap_probability_block_beneficial,centered_two_sided_p_value,block_length_months,calendar_segments,replications,random_seed,holm_adjusted_p_value_replacement_candidates
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-8.126695949022982e-07,0.0,-2.0373280781568666e-06,7.559573178853818e-09,0.97,8.126695949022982e-07,-7.55957317885383e-09,2.037328078156865e-06,0.97,0.10597880423915217,12,1,5000,20260722,0.3179364127174565
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,8.383801837297317e-06,0.0,-2.570032757814533e-09,2.2550081720103818e-05,0.0606,-8.383801837297317e-06,-2.2550081720103824e-05,2.5700327578145325e-09,0.0606,0.16776644671065788,12,1,5000,20260722,0.33553289342131576
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,4.837528815810549,0.0,-0.022326034579326137,14.540155313450487,0.3494,-4.837528815810549,-14.540155313450487,0.022326034579326123,0.3494,0.5894821035792841,12,1,5000,20260722,1.0
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-7.504832661645928e-07,0.0,-5.93817244747053e-06,4.367493385782574e-06,0.6436,7.504832661645928e-07,-4.367493385782579e-06,5.938172447470524e-06,0.6436,0.735252949410118,12,1,5000,20260722,1.0
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,2.323950229499267e-05,0.0,-8.113372573235396e-09,6.374769834021293e-05,0.0586,-2.323950229499267e-05,-6.374769834021293e-05,8.11337257323537e-09,0.0586,0.16436712657468505,12,1,5000,20260722,0.49310137972405516
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,0.01092896174863388,0.0,-0.01639344262295082,0.03825136612021858,0.7152,0.01092896174863388,-0.01639344262295082,0.03825136612021858,0.7152,0.4381123775244951,12,1,5000,20260722,0.8762247550489902
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.01092896174863388,0.0,-0.0273224043715847,0.0,0.0,-0.01092896174863388,-0.0273224043715847,0.0,0.0,0.15436912617476506,12,1,5000,20260722,0.4631073785242952
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.00546448087431694,0.0,-0.01639344262295082,0.0,0.0,-0.00546448087431694,-0.01639344262295082,0.0,0.0,0.4445110977804439,12,1,5000,20260722,0.8762247550489902
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00013822245995442206,0.0,-0.00041278812906081843,9.343295833942608e-05,0.8624,0.00013822245995442206,-9.343295833942623e-05,0.0004127881290608184,0.8624,0.27554489102179563,12,1,5000,20260722,0.5510897820435913
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-2.859768798185436e-06,0.0,-9.46935717211773e-05,9.188143972180092e-05,0.5632,2.859768798185436e-06,-9.1881439721801e-05,9.469357172117729e-05,0.5632,0.8968206358728255,12,1,5000,20260722,0.8968206358728255
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,2.4778537322109518e-06,0.0,-2.7944047471443907e-10,6.521937351300296e-06,0.0526,-2.4778537322109518e-06,-6.521937351300296e-06,2.794404747144381e-10,0.0526,0.14617076584683064,12,1,5000,20260722,0.4385122975404919
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00020610676884597512,0.0,-0.0006893142881117285,0.00018250505978385337,0.821,0.00020610676884597512,-0.0001825050597838534,0.0006893142881117284,0.821,0.35272945410917816,12,1,5000,20260722,0.7054589082183563
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,3.547772147987302e-05,0.0,-8.454712538477392e-05,0.00021080141199882838,0.3702,-3.547772147987302e-05,-0.0002108014119988285,8.454712538477392e-05,0.3702,0.6672665466906619,12,1,5000,20260722,0.7054589082183563
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,4.944972849115218e-06,0.0,1.571135130162526e-10,1.3618182661516857e-05,0.0156,-4.944972849115218e-06,-1.3618182661516882e-05,-1.5711351301625334e-10,0.0156,0.10577884423115377,12,1,5000,20260722,0.3173365326934613
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,3.057409717638352,0.0,-0.04417059552250518,9.231708508325216,0.3526,-3.057409717638352,-9.231708508325216,0.04417059552250517,0.3526,0.6050789842031594,12,1,5000,20260722,0.6050789842031594
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.0010212193628294142,0.0,-0.0025223161849122137,0.00016036183921672373,0.9514,0.0010212193628294142,-0.00016036183921672373,0.0025223161849122137,0.9514,0.1251749650069986,12,1,5000,20260722,0.2503499300139972
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,3.334196975395567e-05,0.0,1.58830811716278e-09,8.010701472322542e-05,0.0122,-3.334196975395567e-05,-8.010701472322542e-05,-1.5883081171627827e-09,0.0122,0.07978404319136173,12,1,5000,20260722,0.2393521295740852
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.01092896174863388,0.0,0.0,0.0273224043715847,0.8758,0.01092896174863388,0.0,0.0273224043715847,0.8758,0.16636672665466906,12,1,5000,20260722,0.4991001799640072
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,1.0
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,1.0
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-2.454745225381224e-06,0.0,-0.0004453206185158611,0.00052889046361977,0.525,2.454745225381224e-06,-0.0005288904636197702,0.00044532061851586106,0.525,0.9882023595280944,12,1,5000,20260722,0.9882023595280944
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-7.078410188305727e-07,0.0,-2.0102840429944145e-06,4.5236478770004395e-08,0.9376,7.078410188305727e-07,-4.523647877000453e-08,2.0102840429944145e-06,0.9376,0.16336732653469307,12,1,5000,20260722,0.4901019796040792
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,4.067133135365624e-06,0.0,-1.2446323625509395e-08,1.092735168009963e-05,0.0906,-4.067133135365624e-06,-1.092735168009963e-05,1.2446323625509393e-08,0.0906,0.20375924815036991,12,1,5000,20260722,0.4901019796040792
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,4.5091176547076125e-05,0.0,-0.0008172626582186295,0.0010284410735409096,0.4944,-4.5091176547076125e-05,-0.001028441073540911,0.0008172626582186286,0.4944,0.9232153569286142,12,1,5000,20260722,0.9232153569286142
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-1.4222737304316248e-06,0.0,-4.013637946048607e-06,8.675352748810609e-08,0.9392,1.4222737304316248e-06,-8.675352748810614e-08,4.013637946048607e-06,0.9392,0.15676864627074585,12,1,5000,20260722,0.4703059388122376
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,8.462427141956204e-06,0.0,-2.8270255242400014e-08,2.3235421019465588e-05,0.0912,-8.462427141956204e-06,-2.3235421019465588e-05,2.8270255242400007e-08,0.0912,0.20495900819836033,12,1,5000,20260722,0.4703059388122376
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.009019241908568258,0.0,-0.024698746897423036,-0.0005386417624489598,0.9996,0.009019241908568258,0.0005386417624489596,0.024698746897423036,0.9996,0.07618476304739052,12,1,5000,20260722,0.22855428914217157
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-7.432489235976555e-07,0.0,-6.6252115670875364e-06,4.308151910216548e-06,0.6058,7.432489235976555e-07,-4.308151910216552e-06,6.625211567087535e-06,0.6058,0.7842431513697261,12,1,5000,20260722,0.7842431513697261
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,2.0341031668296018e-05,0.0,-3.493608455827443e-08,5.766949004852818e-05,0.0802,-2.0341031668296018e-05,-5.766949004852818e-05,3.493608455827438e-08,0.0802,0.19736052789442113,12,1,5000,20260722,0.39472105578884226
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,-0.01092896174863388,0.02185792349726776,0.644,0.00546448087431694,-0.01092896174863388,0.02185792349726776,0.644,0.5122975404919016,12,1,5000,20260722,1.0
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.00546448087431694,0.0,-0.03278688524590164,0.01639344262295082,0.2474,-0.00546448087431694,-0.03278688524590164,0.01639344262295082,0.2474,0.674865026994601,12,1,5000,20260722,1.0
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.01639344262295082,0.0,-0.03278688524590164,0.0,0.0,-0.01639344262295082,-0.03278688524590164,0.0,0.0,0.07458508298340331,12,1,5000,20260722,0.22375524895020993
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00010496625423768509,0.0,-0.00037131665212250737,0.00014867040525229727,0.7924,0.00010496625423768509,-0.0001486704052522973,0.00037131665212250656,0.7924,0.41311737652469505,12,1,5000,20260722,0.8262347530493901
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.00023652145350287645,0.0,-0.0003152343945397667,0.0009542042085939942,0.2374,-0.00023652145350287645,-0.0009542042085939943,0.0003152343945397665,0.2374,0.46330733853229356,12,1,5000,20260722,0.8262347530493901
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.0002124338163234097,0.0,5.308667027642583e-05,0.0003987310108156524,0.0034,-0.0002124338163234097,-0.0003987310108156525,-5.3086670276425834e-05,0.0034,0.017996400719856028,12,1,5000,20260722,0.05398920215956808
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00013346774732712525,0.0,-0.0005320141766108745,0.0002699473456506765,0.7476,0.00013346774732712525,-0.0002699473456506768,0.0005320141766108745,0.7476,0.509498100379924,12,1,5000,20260722,0.9306138772245551
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.0003431420221053925,0.0,-0.0004920455780220419,0.0013617598700971655,0.2376,-0.0003431420221053925,-0.0013617598700971674,0.0004920455780220418,0.2376,0.46530693861227757,12,1,5000,20260722,0.9306138772245551
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.0003741553716510547,0.0,6.246141726041235e-05,0.00074399854454835,0.0074,-0.0003741553716510547,-0.0007439985445483503,-6.246141726041253e-05,0.0074,0.03159368126374725,12,1,5000,20260722,0.09478104379124175
full_sample,priority_03_consumer__vs__leave_one_out_consumer_demand,priority_03_consumer,leave_one_out_consumer_demand,consumer_demand,replacement_against_reduced_core,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,183,3.056229594572908,0.0,-0.06130238267415933,9.254631283450337,0.3426,-3.056229594572908,-9.254631283450337,0.06130238267415928,0.3426,0.6006798640271945,12,1,5000,20260722,0.9958008398320336
full_sample,priority_04_housing__vs__leave_one_out_housing_activity,priority_04_housing,leave_one_out_housing_activity,housing_activity,replacement_against_reduced_core,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,183,-0.016456233334668644,0.0,-0.04722682523308169,0.0023793012317951953,0.9494,0.016456233334668644,-0.002379301231795215,0.04722682523308168,0.9494,0.16216756648670266,12,1,5000,20260722,0.486502699460108
full_sample,priority_06_backlog__vs__leave_one_out_business_investment,priority_06_backlog,leave_one_out_business_investment,business_investment,replacement_against_reduced_core,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,183,-0.008523316146619239,0.0,-0.029763416161400946,0.003671382604350168,0.7198,0.008523316146619239,-0.00367138260435017,0.02976341616140094,0.7198,0.4979004199160168,12,1,5000,20260722,0.9958008398320336
