checkpoint_id,filter_variant,as_of_date,checkpoint_type,regime_0,regime_1,regime_2,regime_3,probability,sobol_samples,maximum_marginal_probability_error
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_up_inflation_up,0.00079345703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_down_inflation_up,0.00164794921875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_up_inflation_down,0.00128173828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_down_inflation_down,0.00091552734375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_up_inflation_up,0.000732421875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_down_inflation_up,0.001220703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_up_inflation_down,0.0015869140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_down_inflation_down,0.00115966796875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_up_inflation_up,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_down_inflation_up,0.00091552734375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_up_inflation_down,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_down_inflation_down,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_up,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_up,0.00146484375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,0.0009765625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,0.0006103515625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,0.00042724609375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,0.0006103515625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,0.00177001953125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,0.0006103515625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,growth_up_inflation_up,0.00140380859375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,growth_down_inflation_up,0.00213623046875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,growth_up_inflation_down,0.00115966796875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,growth_down_inflation_down,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,growth_up_inflation_up,0.00262451171875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,growth_down_inflation_up,0.003173828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,growth_up_inflation_down,0.0015869140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,growth_down_inflation_down,0.00140380859375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,growth_up_inflation_up,0.00079345703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,growth_down_inflation_up,0.0009765625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,growth_up_inflation_down,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,growth_down_inflation_down,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,growth_up_inflation_up,0.000732421875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,growth_down_inflation_up,0.00140380859375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,growth_up_inflation_down,0.001220703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,growth_down_inflation_down,0.00128173828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,growth_up_inflation_up,0.0015869140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,growth_down_inflation_up,0.00177001953125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,growth_up_inflation_down,0.001220703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,growth_down_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,growth_up_inflation_up,0.0025634765625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,growth_down_inflation_up,0.0029296875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,growth_up_inflation_down,0.00201416015625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,growth_down_inflation_down,0.00146484375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_up_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_down_inflation_up,0.00115966796875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_up_inflation_down,0.0008544921875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,growth_down_inflation_down,0.00079345703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_up_inflation_up,0.0008544921875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_down_inflation_up,0.00146484375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_up_inflation_down,0.00103759765625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,growth_down_inflation_down,0.0009765625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_up_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_down_inflation_up,0.0008544921875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_up_inflation_down,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,growth_down_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_up,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_up,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_up_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,growth_down_inflation_down,0.00048828125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_up,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_up,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_up_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,growth_down_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_up,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_up,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_up_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,growth_down_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_up,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_up,0.00079345703125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_up_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,growth_down_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_up,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_up,0.0010986328125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_up_inflation_down,0.00067138671875,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,growth_down_inflation_down,0.0006103515625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_up,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_up,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_up_inflation_down,0.0003662109375,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,growth_down_inflation_down,0.00030517578125,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_up,0.000244140625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_up,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_up_inflation_down,0.00054931640625,16384,0.001393725632879178
m02:003573,evidence_filter,2026-07-20,latest,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,growth_down_inflation_down,0.000244140625,16384,0.001393725632879178
