method,start_reference_week,end_reference_week,weeks,total_return,cagr,gross_cagr,annualized_cost_drag,annualized_volatility,sharpe_zero_rate,sharpe_excess_bil,sortino_zero_rate,maximum_drawdown,calmar_ratio,worst_week,best_week,positive_week_fraction,average_one_way_turnover,annualized_one_way_turnover,maximum_one_way_turnover,sum_transaction_cost_rates
oracle_regime_pooled_relative_active_te100bp,2018-01-01,2025-09-29,405,1.0277520779227496,0.09501278851002137,0.0953827168202217,0.00036992831020032924,0.09826124424075375,0.9736629510445528,0.7318637093271101,1.4590516174377028,-0.20582329220876594,0.46162311121547017,-0.10276770862562346,0.09662807024057796,0.6074074074074074,0.006495265407087161,0.3377538011685324,0.5,0.0026305824898703004
pooled_mean_optimizer,2018-01-01,2025-09-29,405,1.1016304471334597,0.10005561636586946,0.10034495397127263,0.00028933760540317266,0.10594594651488258,0.9539190063421059,0.7295929772146923,1.4239539465046036,-0.2198674610113791,0.4550724145611121,-0.11067539763709078,0.10383794950772396,0.6098765432098765,0.005057107487441166,0.26296958934694065,0.5,0.002048128532413673
pooled_relative_posterior_active_te100bp,2018-01-01,2025-09-29,405,1.0261475938512405,0.09490150319122015,0.09510892480227073,0.00020742161105058443,0.10002875608392875,0.9572406541630128,0.7196382809103172,1.425818080761126,-0.2087887392472091,0.45453362826649046,-0.10710520231230769,0.09889161411537661,0.6049382716049383,0.0036424689868156776,0.18940838731441523,0.5,0.0014751999396603495
static_60_spy_40_agg,2018-01-01,2025-09-29,405,1.0266878555862595,0.09493898374868581,0.09525992349775181,0.000320939749065996,0.11986658657678244,0.8173232726505089,0.618675445061523,1.1898330596738784,-0.22020524058484414,0.4311386209362544,-0.10087979244149314,0.0936898226341234,0.6123456790123457,0.005635615223858698,0.2930519916406523,0.5,0.0022824241656627725
