oracle_regime_id,weeks,annualized_mean_net_difference_vs_pooled,annualized_mean_gross_difference_vs_pooled,annualized_tracking_error_vs_pooled,information_ratio_vs_pooled,positive_net_week_fraction
growth_up_inflation_up,194,-0.007157955226866687,-0.007221901594178838,0.00737597645161135,-0.970441713558205,0.39690721649484534
growth_down_inflation_up,127,-0.011886973773940358,-0.011772457226813166,0.010332897472726714,-1.150400824678225,0.4094488188976378
growth_up_inflation_down,48,0.006960168412504389,0.007412076115994904,0.005307879660549783,1.3112897913332617,0.5833333333333334
growth_down_inflation_down,36,0.010584464186204906,0.01077253191657799,0.017282585704213906,0.6124352204788523,0.4166666666666667
