reference_month,growth_score,inflation_score,growth_score_available_at,inflation_score_available_at,score_available_at,data_status
2024-01-01,-0.08929377961539584,1.1709441400923557,2024-02-29,2024-02-29,2024-02-29,score_available
2024-02-01,-0.006794169426562413,0.6174690636885556,2024-03-29,2024-03-29,2024-03-29,score_available
2024-03-01,0.2285633560956129,0.606129496388919,2024-04-26,2024-04-26,2024-04-26,score_available
2024-04-01,-0.12940187310027804,0.26053027761193903,2024-05-31,2024-05-31,2024-05-31,score_available
2024-05-01,0.19394910787271083,0.1104996633953446,2024-06-28,2024-06-28,2024-06-28,score_available
2024-06-01,0.11475687615495533,-0.21756464678121296,2024-07-26,2024-07-26,2024-07-26,score_available
2024-07-01,-0.2545571444545697,-0.03685016558761372,2024-08-30,2024-08-30,2024-08-30,score_available
2024-08-01,0.21865967287622534,0.3622435474530221,2024-09-27,2024-09-27,2024-09-27,score_available
2024-09-01,-0.0016905787281518703,0.4315840089172421,2024-10-31,2024-10-31,2024-10-31,score_available
2024-10-01,-0.14839321071279085,0.42484553655268353,2024-11-27,2024-11-27,2024-11-27,score_available
2024-11-01,-0.07920824051290538,0.2491800813760949,2024-12-20,2024-12-20,2024-12-20,score_available
2024-12-01,0.3346225681482522,-0.0069090998513087545,2025-01-31,2025-01-31,2025-01-31,score_available
2025-01-01,-0.01756982423182995,0.689049166153312,2025-02-28,2025-02-28,2025-02-28,score_available
2025-02-01,0.10166624381734844,0.5857691631532584,2025-03-28,2025-03-28,2025-03-28,score_available
2025-03-01,-0.020690466691989873,-0.5078656215408891,2025-04-30,2025-04-30,2025-04-30,score_available
2025-04-01,-0.04382810381172944,0.34972179117343194,2025-05-30,2025-05-30,2025-05-30,score_available
2025-05-01,-0.2118162217902984,0.16471901265065197,2025-06-27,2025-06-27,2025-06-27,score_available
2025-06-01,0.0694946356053686,0.37099515144831846,2025-07-31,2025-07-31,2025-07-31,score_available
2025-07-01,-0.09225599017695112,0.503101166728846,2025-08-29,2025-08-29,2025-08-29,score_available
2025-08-01,-0.03780976638512346,0.6316313120968754,2025-09-26,2025-09-26,2025-09-26,score_available
2025-09-01,-0.09557963580220699,0.1228868960593906,2025-12-05,2025-12-05,2025-12-05,score_available
2025-10-01,,,,,,missing_component_feature
2025-11-01,,,,,,missing_component_feature
2025-12-01,0.061012991948615126,0.4250788445977681,2026-02-20,2026-02-20,2026-02-20,score_available
2026-01-01,0.17745119731781622,0.8743136345169217,2026-03-13,2026-03-13,2026-03-13,score_available
2026-02-01,-0.10965384542938918,0.47858108064794486,2026-04-09,2026-04-09,2026-04-09,score_available
2026-03-01,-0.11816018082413271,0.14380191549830978,2026-04-30,2026-04-30,2026-04-30,score_available
2026-04-01,0.12474885475158047,0.7735514248814588,2026-05-28,2026-05-28,2026-05-28,score_available
2026-05-01,0.027394426002010745,0.4104760171455257,2026-06-25,2026-06-25,2026-06-25,score_available
2026-06-01,,,,,,missing_component_feature
