evaluation_sample,filter_variant,comparison_reference,evaluation_checkpoint,metric,better_direction,paired_months,mean_candidate_minus_baseline,bootstrap_confidence_level,bootstrap_lower,bootstrap_upper,bootstrap_probability_candidate_better,centered_two_sided_p_value,block_length_months,replications,random_seed,holm_family_member,holm_adjusted_p_value
excluding_2020_03_through_2020_05,priority_03_consumer,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.0009567219333490124,0.95,-0.004565124196524685,0.0018094080481660957,0.7032,0.5692861427714457,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_04_housing,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,0.00014431982789218768,0.95,-0.0005373614022152921,0.0009625491249058195,0.36,0.6982603479304139,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_05_import_prices,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,9.639785318194169e-05,0.95,-0.004184005250275551,0.00450241388456441,0.4848,0.9640071985602879,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_06_backlog,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.0005853725241035551,0.95,-0.0013234187795166008,-4.649918477828497e-05,0.9924,0.0635872825434913,12,5000,20260722,True,0.3815236952609478
excluding_2020_03_through_2020_05,candidate_all_six,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,0.07088020435359423,0.95,-0.061943919711211354,0.23427077722400086,0.1762,0.35272945410917816,12,5000,20260722,False,
excluding_2020_03_through_2020_05,priority_01_surveys,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,0.05280590179241962,0.95,-0.031060256539358067,0.15047005978312664,0.123,0.2521495700859828,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_02_claims,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,1.9703619689967785e-05,0.95,-0.0029163840224117436,0.003514232385427586,0.522,0.9892021595680864,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_03_consumer,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,0.023034077395449677,0.95,-0.020335482046767644,0.06420244333926571,0.1328,0.2659468106378724,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_04_housing,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-0.00038070696930642443,0.95,-0.008830514231988723,0.010382458800027443,0.5688,0.9432113577284543,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_05_import_prices,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-0.029415424430692845,0.95,-0.08039798953458016,0.010816723017937872,0.9038,0.20475904819036192,12,5000,20260722,True,1.0
excluding_2020_03_through_2020_05,priority_06_backlog,student_t_7_combined,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-0.004219086816651462,0.95,-0.012502991381170319,0.001707458125314505,0.8874,0.2461507698460308,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,-0.03825136612021858,0.95,-0.08196721311475409,0.0,0.0088,0.05538892221555689,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,-0.01639344262295082,0.95,-0.04918032786885246,0.01092896174863388,0.1074,0.33453309338132375,12,5000,20260722,True,1.0
full_sample,priority_02_claims,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,0.0,0.95,-0.02185792349726776,0.0273224043715847,0.4196,1.0,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,-0.00546448087431694,0.95,-0.03278688524590164,0.02185792349726776,0.2664,0.71125774845031,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_employment_situation,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,0.007410248787776118,0.95,0.001683259155449592,0.014579430855494077,0.001,0.02399520095980804,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,0.006973624730736131,0.95,0.0016542642505881482,0.013360661448928033,0.0004,0.019396120775844832,12,5000,20260722,True,0.11637672465506899
full_sample,priority_02_claims,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00014319910372267105,0.95,-0.0005595474809716705,0.00026161917621419676,0.7608,0.48470305938812236,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-0.0002752293116285099,0.95,-0.0013047865807976732,0.0006360128229012306,0.7024,0.564887022595481,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-1.0051170127820998e-06,0.95,-2.783445918793555e-06,1.1146848257143199e-08,0.9514,0.14517096580683864,12,5000,20260722,True,0.7258548290341932
full_sample,priority_05_import_prices,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-4.720658825665715e-05,0.95,-0.00017007173826178828,2.4084314411302066e-05,0.7132,0.510497900419916,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,6.130822545617068e-06,0.95,-5.599549304333709e-09,1.6385111555516188e-05,0.1068,0.22595480903819237,12,5000,20260722,True,0.9038192361527695
full_sample,candidate_all_six,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,0.012376141887192106,0.95,0.00019472364553419953,0.027382086147490537,0.0212,0.07118576284743051,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,0.01156535847395396,0.95,0.00061459949991534,0.02454088275728135,0.0148,0.05598880223955209,12,5000,20260722,True,0.3359328134373125
full_sample,priority_02_claims,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00026268840127054166,0.95,-0.0008661485408993069,0.00025561064260061717,0.8298,0.34353129374125174,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0006377719691222803,0.95,-0.0026966175085437354,0.0009497769439209937,0.7356,0.5060987802439512,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-1.8598519249612855e-06,0.95,-5.3204590620272855e-06,3.80096204706048e-07,0.957,0.14237152569486103,12,5000,20260722,True,0.7118576284743051
full_sample,priority_05_import_prices,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-9.002939819707365e-05,0.95,-0.0003332467448074855,5.9001130653799845e-05,0.7048,0.5088982203559288,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,1.231215441058759e-05,0.95,-1.3253707233285854e-08,3.5025983845001586e-05,0.1034,0.22095580883823235,12,5000,20260722,True,0.8838232353529294
full_sample,candidate_all_six,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,4.844954369499354,0.95,-0.0422557977684714,14.559423924958308,0.1644,0.3251349730053989,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,0.0742553544890247,0.95,-0.03438024698545727,0.23279050342682117,0.1442,0.2923415316936613,12,5000,20260722,True,1.0
full_sample,priority_02_claims,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-0.014778360319423027,0.95,-0.050345885032365825,0.018056386524810078,0.9334,0.19736052789442113,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,4.837695610643569,0.95,-0.0218046640092689,14.541084646352218,0.3584,0.611877624475105,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,1.1901417466636957e-06,0.95,-1.1831847604782942e-05,1.7529216087053664e-05,0.4938,0.8778244351129774,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-0.00037752450982021253,0.95,-0.001300160467979266,0.00013907640517746146,0.7648,0.45550889822035595,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_employment_situation,score_center_negative_log_predictive_density,lower,183,3.3446304908236454e-05,0.95,-2.9301082161116488e-08,9.331150882454607e-05,0.0858,0.19536092781443712,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.03825136612021858,0.95,-0.1092896174863388,0.02185792349726776,0.095,0.249750049990002,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.03278688524590164,0.95,-0.07650273224043716,0.0,0.0206,0.10697860427914417,12,5000,20260722,True,0.5348930213957208
full_sample,priority_02_claims,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.00546448087431694,0.95,-0.03278688524590164,0.01639344262295082,0.2558,0.6696660667866426,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,0.03825136612021858,0.95,0.00546448087431694,0.08196721311475409,0.9832,0.04999000199960008,12,5000,20260722,True,0.2999400119976005
full_sample,priority_04_housing,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.00546448087431694,0.95,-0.02185792349726776,0.01092896174863388,0.1848,0.5770845830833833,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.00546448087431694,0.95,-0.03825136612021858,0.02185792349726776,0.2978,0.7242551489702059,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,0.006038797723460237,0.95,0.0003784990789552541,0.013436128751699127,0.0128,0.0627874425114977,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,0.00541503765488252,0.95,0.00030176961458666603,0.011537441581425011,0.015,0.05578884223155369,12,5000,20260722,True,0.33473305338932213
full_sample,priority_02_claims,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00011193275717699001,0.95,-0.00026552310147433353,1.1684787197753153e-05,0.96,0.10577884423115377,12,5000,20260722,True,0.5288942211557689
full_sample,priority_03_consumer,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00014126479140119988,0.95,-0.001330932701661497,0.0008535218724557548,0.5834,0.8008398320335933,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,9.716682786566391e-06,0.95,-3.1821073113535346e-05,6.984648449828326e-05,0.4174,0.7284543091381723,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,0.0006542642470173092,0.95,-0.0005945857940371514,0.0022545813909574997,0.1846,0.3639272145570886,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-9.058955598684575e-06,0.95,-2.9937385705974197e-05,2.3758354562573037e-06,0.6778,0.5516896620675865,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,0.011002672603803828,0.95,-0.0014831749976983262,0.026530720875205333,0.0474,0.1249750049990002,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,0.010706536505628956,0.95,-3.5600465426124905e-05,0.02438664875943736,0.0258,0.08318336332733453,12,5000,20260722,True,0.4991001799640072
full_sample,priority_02_claims,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00013187750746016257,0.95,-0.0003473369017090454,5.290352300596816e-05,0.9086,0.19556088782243553,12,5000,20260722,True,0.9778044391121776
full_sample,priority_03_consumer,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.000340582214342268,0.95,-0.0026312149023457205,0.0015987347144078854,0.6044,0.762247550489902,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-1.7132666134271757e-07,0.95,-8.558098771089891e-05,0.0001085475931733901,0.5362,0.9978004399120176,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,0.0006160526639622008,0.95,-0.003590377145058766,0.004760234883257414,0.3874,0.7694461107778444,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-1.849835715633675e-05,0.95,-6.145115169956132e-05,4.840841404357039e-06,0.7272,0.4879024195160968,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,3.167427903203316,0.95,-0.017503232790034996,9.414818130379704,0.0474,0.14557088582283542,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,0.09432581618139653,0.95,-0.008362602624343206,0.22454325585012522,0.0412,0.11017796440711858,12,5000,20260722,True,0.45290941811637675
full_sample,priority_02_claims,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.011510990444096205,0.95,-0.039549492938356794,0.013737232598113155,0.9308,0.20375924815036991,12,5000,20260722,True,0.6112777444511097
full_sample,priority_03_consumer,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,3.1265853906267913,0.95,0.007550007175283765,9.328906699111362,0.0102,0.09058188362327535,12,5000,20260722,True,0.45290941811637675
full_sample,priority_04_housing,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.0012213480999572724,0.95,-0.0024975817785219917,-0.0002056106706408294,0.9944,0.03519296140771846,12,5000,20260722,True,0.21115776844631073
full_sample,priority_05_import_prices,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.02653194548269799,0.95,-0.07691420338887842,0.006419755049825204,0.8988,0.22315536892621476,12,5000,20260722,True,0.6112777444511097
full_sample,priority_06_backlog,student_t_7_combined,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.00013283796841101662,0.95,-0.0004443842188051468,4.5867190181089227e-05,0.7294,0.5010997800439912,12,5000,20260722,True,0.6112777444511097
full_sample,candidate_all_six,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,-0.01092896174863388,0.95,-0.0546448087431694,0.0273224043715847,0.2444,0.595880823835233,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,-0.0273224043715847,0.95,-0.06557377049180328,0.00546448087431694,0.0328,0.1367726454709058,12,5000,20260722,True,0.8206358728254348
full_sample,priority_02_claims,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,0.02185792349726776,0.95,-0.00546448087431694,0.0546448087431694,0.9126,0.14457108578284344,12,5000,20260722,True,0.8206358728254348
full_sample,priority_03_consumer,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,0.01092896174863388,0.95,0.0,0.0273224043715847,0.886,0.15296940611877624,12,5000,20260722,True,0.8206358728254348
full_sample,priority_04_housing,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.95,0.0,0.01639344262295082,0.6364,0.4487102579484103,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.95,0.0,0.0,0.0,1.0,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,0.024278468740072223,0.95,0.003939193950781557,0.04993451375748226,0.0042,0.03559288142371526,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,0.023917006529699185,0.95,0.005455122434358501,0.04763243733433221,0.001,0.025994801039792043,12,5000,20260722,True,0.15596880623875226
full_sample,priority_02_claims,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-0.0009336967057174356,0.95,-0.002783808920023815,0.0005831491084897773,0.8612,0.27714457108578283,12,5000,20260722,True,0.9006198760247951
full_sample,priority_03_consumer,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,3.0242949173237576e-05,0.95,-0.00040889175602567,0.0005453378569333392,0.4826,0.906618676264747,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-1.3770865905249844e-06,0.95,-3.685587327937635e-06,-3.53718415941318e-08,0.989,0.10217956408718257,12,5000,20260722,True,0.5108978204359128
full_sample,priority_05_import_prices,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-4.721428368179195e-05,0.95,-0.00017072974395407686,2.591905970436984e-05,0.7042,0.5126974605078984,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,5.970747192792102e-06,0.95,-2.3159610876107633e-08,1.707080034433622e-05,0.099,0.22515496900619877,12,5000,20260722,True,0.9006198760247951
full_sample,candidate_all_six,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,0.05160010294342504,0.95,0.008040723219819839,0.11034656364783887,0.0056,0.04539092181563687,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,0.04737044112156282,0.95,0.008844205351317337,0.09472925216470243,0.002,0.027194561087782444,12,5000,20260722,True,0.16316736652669467
full_sample,priority_02_claims,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0025256164184252277,0.95,-0.0066075755128152105,0.0004376588546113502,0.9344,0.16196760647870426,12,5000,20260722,True,0.647870425914817
full_sample,priority_03_consumer,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,0.00011413116547835871,0.95,-0.000753974767952795,0.00115867822699168,0.413,0.8048390321935612,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-2.7666383182280947e-06,0.95,-7.370308772436369e-06,-1.0357767866849353e-07,0.9914,0.09938012397520496,12,5000,20260722,True,0.4969006198760248
full_sample,priority_05_import_prices,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-8.280384263405406e-05,0.95,-0.00032192594571330604,7.035283465071805e-05,0.6706,0.5436912617476505,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,1.2558199038297173e-05,0.95,-4.7661220236091935e-08,3.599183378996617e-05,0.09,0.20655868826234752,12,5000,20260722,True,0.647870425914817
full_sample,candidate_all_six,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,0.06266887339038894,0.95,-0.054414110979235764,0.19624943476419765,0.1684,0.32373525294941013,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,0.07187181324821906,0.95,-0.039731450441757285,0.21620566125363902,0.1262,0.27494501099780044,12,5000,20260722,True,0.9550089982003599
full_sample,priority_02_claims,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.016999554142711346,0.95,-0.07213081128161562,0.04282124454332225,0.8806,0.23875224955008997,12,5000,20260722,True,0.9550089982003599
full_sample,priority_03_consumer,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.008824339658012785,0.95,-0.024269714571216135,-0.00033107243352515324,0.9964,0.07798440311937613,12,5000,20260722,True,0.46790641871625677
full_sample,priority_04_housing,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,3.87719416950413e-06,0.95,-1.2501143136600728e-05,2.599390023271101e-05,0.3988,0.7018596280743852,12,5000,20260722,True,0.9550089982003599
full_sample,priority_05_import_prices,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.0004102245025405468,0.95,-0.0013975269012675622,0.00013886308799603936,0.7688,0.4335132973405319,12,5000,20260722,True,0.9550089982003599
full_sample,priority_06_backlog,student_t_7_combined,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,3.0329098506527625e-05,0.95,-3.31824306653641e-08,8.432622731455007e-05,0.07,0.18136372725454908,12,5000,20260722,True,0.9068186362727454
full_sample,candidate_all_six,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.03825136612021858,0.95,-0.09836065573770492,0.01639344262295082,0.0904,0.21195760847830433,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.0273224043715847,0.95,-0.06557377049180328,0.0,0.0112,0.07758448310337933,12,5000,20260722,True,0.46550689862027594
full_sample,priority_02_claims,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,0.00546448087431694,0.95,0.0,0.01639344262295082,0.6294,0.46370725854829037,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,0.01639344262295082,0.95,-0.01639344262295082,0.0546448087431694,0.7746,0.3745250949810038,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.01092896174863388,0.95,-0.04918032786885246,0.01639344262295082,0.2124,0.5350929814037193,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.01092896174863388,0.95,-0.03825136612021858,0.01092896174863388,0.141,0.4349130173965207,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.00546448087431694,0.95,-0.02185792349726776,0.00546448087431694,0.0958,0.5072985402919417,12,5000,20260722,True,1.0
full_sample,candidate_all_six,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.006428041938442683,0.95,0.00027112353645820215,0.014711444975575614,0.0184,0.07678464307138572,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.006068126468580851,0.95,0.00026135817095445377,0.013036045334474852,0.0166,0.0611877624475105,12,5000,20260722,True,0.367126574685063
full_sample,priority_02_claims,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00013829824587462236,0.95,-0.00038922224584431934,5.725456481910341e-05,0.8988,0.22675464907018597,12,5000,20260722,True,0.9070185962807439
full_sample,priority_03_consumer,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00028226574654205964,0.95,-0.001938029809849076,0.0010004939309607498,0.6128,0.7230553889222155,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.0001710435020374526,0.95,-0.00027300173005455065,0.0007267378691554755,0.2524,0.4939012197560488,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,0.00040900542457354466,0.95,-0.0008376146057723779,0.0019494038738600838,0.3054,0.5768846230753849,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00026022234286987074,0.95,-0.0006120447283564707,1.8416340669957073e-06,0.9728,0.08998200359928014,12,5000,20260722,True,0.44991001799640074
full_sample,candidate_all_six,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.011469741229372938,0.95,-0.0028074999791571115,0.028995816464978452,0.0688,0.16056788642271547,12,5000,20260722,False,
full_sample,priority_01_surveys,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.012019488152382306,0.95,-0.0005281337210979684,0.027414373880552272,0.033,0.09258148370325935,12,5000,20260722,True,0.46290741851629674
full_sample,priority_02_claims,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00013747655538074268,0.95,-0.000421114782397748,0.0001189601807766918,0.843,0.3053389322135573,12,5000,20260722,True,1.0
full_sample,priority_03_consumer,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0009403868705575063,0.95,-0.0043289905436697885,0.001770236012409391,0.7004,0.5558888222355529,12,5000,20260722,True,1.0
full_sample,priority_04_housing,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.0001411691754193359,0.95,-0.0005249605518984349,0.0009126217303670386,0.3672,0.6960607878424315,12,5000,20260722,True,1.0
full_sample,priority_05_import_prices,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,0.00010365732882387176,0.95,-0.004085817535281042,0.004450766406570183,0.4744,0.9592081583683263,12,5000,20260722,True,1.0
full_sample,priority_06_backlog,student_t_7_combined,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0005756484508935926,0.95,-0.0013468530812565565,-4.532907438485313e-05,0.991,0.06898620275944811,12,5000,20260722,True,0.41391721655668867
