evaluation_sample,filter_variant,engine_model_role,evaluation_checkpoint,months,mean_score_nlpd,mean_quadrant_cross_entropy,mean_quadrant_brier,mean_quadrant_kl,hard_quadrant_accuracy,growth_rmse,inflation_rmse,median_score_nlpd,burn_in_months,publication_role
excluding_2020_03_through_2020_05,transition_only,major_benchmark,before_any_defining_release,180,2.28844811410381,1.3564997030001085,0.1337121912641903,0.27702984989448887,0.36666666666666664,0.8835124721536066,0.6209166249541732,1.8101118306586832,4,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations,sensitivity,strict_pre_final_score_day,180,-0.06770646522093843,1.1275409320626593,0.022615882702545553,0.048071078957039645,0.7388888888888889,0.2788053866285948,0.3701699673281024,-0.7895871412664157,4,sensitivity
excluding_2020_03_through_2020_05,student_t_7_reduced_core,baseline,strict_pre_final_score_day,180,-0.06769889768242529,1.1275419927237005,0.022616343907568556,0.04807213961808097,0.7388888888888889,0.2788089100597849,0.3701725655962492,-0.7895871412664157,4,baseline
excluding_2020_03_through_2020_05,student_t_7_combined,sensitivity,strict_pre_final_score_day,180,-0.016876412218646136,1.1317660898434414,0.023839830606010873,0.05229623673782173,0.7611111111111111,0.2598541755408832,0.410726978572613,-0.725387954335818,4,major_benchmark
excluding_2020_03_through_2020_05,partial_only,major_benchmark,strict_pre_final_score_day,180,0.03498028468075465,1.1298467837307673,0.022916627228830623,0.05037693062514778,0.8277777777777777,0.17333435428348862,0.4035816255036826,-0.7440183133679165,4,major_benchmark
excluding_2020_03_through_2020_05,transition_only,major_benchmark,strict_pre_final_score_day,180,2.2858917709006614,1.3577869572377814,0.13440024402597772,0.278317104132162,0.35555555555555557,0.8859360962275298,0.6199752135982429,1.8101118306586832,4,major_benchmark
through_2022_12,student_t_7_combined,sensitivity,after_employment_situation,144,9.148134925971076,1.4646996875849245,0.11883657791346483,0.4475010173922387,0.5277777777777778,2.327631054071319,0.6861275225582629,0.673320982636006,4,major_benchmark
through_2022_12,student_t_7_reduced_core,baseline,after_employment_situation,144,9.148183712106574,1.4647189284064839,0.11884639913545968,0.4475202582137982,0.5277777777777778,2.327639873988024,0.6861466220351438,0.6733209826360063,4,baseline
through_2022_12,student_t_7_reduced_core_with_expectations,sensitivity,after_employment_situation,144,9.148183712106574,1.4647189284064839,0.11884639913545968,0.4475202582137982,0.5277777777777778,2.327639873988024,0.6861466220351438,0.6733209826360063,4,sensitivity
through_2022_12,partial_only,major_benchmark,after_employment_situation,144,9.21225900738539,1.464976600498445,0.11891369166922712,0.44777793030575946,0.5277777777777778,2.3733638018759704,0.6852776487365113,0.673320982636006,4,major_benchmark
through_2022_12,transition_only,major_benchmark,after_employment_situation,144,33.43841662689831,1.5879200999605774,0.178108809027715,0.5707214297678918,0.3472222222222222,4.837786646183445,0.8029692357304069,1.3423041008501917,4,major_benchmark
through_2022_12,student_t_7_reduced_core,baseline,after_midmonth_defining_releases,144,6.97137746396837,1.30249084704864,0.03672471792017263,0.28529217685595437,0.7847222222222222,1.604073270139991,0.5025145668498173,-1.2048243330006145,4,baseline
through_2022_12,student_t_7_reduced_core_with_expectations,sensitivity,after_midmonth_defining_releases,144,6.97137746396837,1.30249084704864,0.03672471792017263,0.28529217685595437,0.7847222222222222,1.604073270139991,0.5025145668498173,-1.2048243330006145,4,sensitivity
through_2022_12,student_t_7_combined,sensitivity,after_midmonth_defining_releases,144,7.0248405702474725,1.3051621494680805,0.03723411330383672,0.2879634792753947,0.7777777777777778,1.6040841225910782,0.5293690716093581,-1.1935052479472557,4,major_benchmark
through_2022_12,partial_only,major_benchmark,after_midmonth_defining_releases,144,7.0866593209355955,1.3048454671375866,0.037096895141296944,0.28764679694490103,0.8125,1.6312908953633822,0.5230717186533581,-1.1695636890794836,4,major_benchmark
through_2022_12,transition_only,major_benchmark,after_midmonth_defining_releases,144,33.44474699318024,1.5919421144906745,0.1801698722183014,0.5747434442979888,0.3263888888888889,4.838450052648388,0.8035017240811182,1.3775200181530365,4,major_benchmark
through_2022_12,student_t_7_combined,sensitivity,before_any_defining_release,144,33.367036275322256,1.5880570949896553,0.17879159708628384,0.5708584247969696,0.3333333333333333,4.777406153632756,0.7986557114135493,1.3547013724110644,4,major_benchmark
through_2022_12,student_t_7_reduced_core,baseline,before_any_defining_release,144,33.36709186926958,1.588078537365792,0.17880168945659347,0.5708798671731062,0.3333333333333333,4.777430923790787,0.7986801471726658,1.3547013893132798,4,baseline
through_2022_12,student_t_7_reduced_core_with_expectations,sensitivity,before_any_defining_release,144,33.36709186926958,1.588078537365792,0.17880168945659347,0.5708798671731062,0.3333333333333333,4.777430923790787,0.7986801471726658,1.3547013893132798,4,sensitivity
through_2022_12,transition_only,major_benchmark,before_any_defining_release,144,33.43841662689831,1.5879200999605774,0.178108809027715,0.5707214297678918,0.3472222222222222,4.837786646183445,0.8029692357304069,1.3423041008501917,4,major_benchmark
through_2022_12,partial_only,major_benchmark,before_any_defining_release,144,33.43930798446235,1.5903466724103443,0.179388283701768,0.5731480022176588,0.3472222222222222,4.8383480027623325,0.8031706620357368,1.3567901166927885,4,major_benchmark
through_2022_12,student_t_7_reduced_core,baseline,strict_pre_final_score_day,144,6.927268397911242,1.301538503353739,0.03643499298947108,0.2843398331610533,0.7708333333333334,1.5941334038873238,0.49348486616062087,-1.2274271023459906,4,baseline
through_2022_12,student_t_7_reduced_core_with_expectations,sensitivity,strict_pre_final_score_day,144,6.927268397911242,1.301538503353739,0.03643499298947108,0.2843398331610533,0.7708333333333334,1.5941334038873238,0.49348486616062087,-1.2274271023459906,4,sensitivity
through_2022_12,student_t_7_combined,sensitivity,strict_pre_final_score_day,144,6.992030990465598,1.3057974551420555,0.03746441424326136,0.2885987849493698,0.7708333333333334,1.5862910105987391,0.5325622649562938,-1.2159531293440298,4,major_benchmark
through_2022_12,partial_only,major_benchmark,strict_pre_final_score_day,144,7.0844788762884,1.3046236704357232,0.03694094605594425,0.2874250002430377,0.8125,1.6312356608797862,0.5230537025449127,-1.1796396769710067,4,major_benchmark
through_2022_12,transition_only,major_benchmark,strict_pre_final_score_day,144,33.44003813754651,1.5904349132524909,0.1793885488332267,0.5732362430598053,0.3333333333333333,4.838352191667932,0.8032381256546197,1.3775200181530365,4,major_benchmark
from_2023_01,student_t_7_reduced_core,baseline,after_employment_situation,39,1.9244490982522724,1.318398207508,0.034524586141907565,0.08109306584167396,0.5641025641025641,0.1655714413635822,0.41855852452020786,1.720338765138705,4,baseline
from_2023_01,student_t_7_reduced_core_with_expectations,sensitivity,after_employment_situation,39,1.9244604767130142,1.3183966072063518,0.03452371831326973,0.08109146554002575,0.5641025641025641,0.16551823208090014,0.418569171063932,1.720338765138705,4,sensitivity
from_2023_01,student_t_7_combined,sensitivity,after_employment_situation,39,1.9286097272766256,1.3192071756708326,0.03492460406544986,0.08190203400450652,0.5384615384615384,0.16544491759715457,0.4214720387088758,1.7203335127383401,4,major_benchmark
from_2023_01,partial_only,major_benchmark,after_employment_situation,39,1.9361587900230848,1.3187194723020652,0.03466185500929691,0.0814143306357392,0.5128205128205128,0.1436292175599506,0.4214313362683022,1.7301899948910795,4,major_benchmark
from_2023_01,transition_only,major_benchmark,after_employment_situation,39,2.8593433452488566,1.340893901401392,0.044364858784763504,0.10358875973506605,0.41025641025641024,0.3354184864584825,0.4239115690554961,2.6657123474296056,4,major_benchmark
from_2023_01,student_t_7_reduced_core_with_expectations,sensitivity,after_midmonth_defining_releases,39,1.026726691804935,1.281785307591274,0.017669154483524734,0.04448016592494797,0.6923076923076923,0.19703422632839704,0.3072899507643823,0.853833314624856,4,sensitivity
from_2023_01,student_t_7_reduced_core,baseline,after_midmonth_defining_releases,39,1.026740720454553,1.2817866375265097,0.01766955707391903,0.04448149586018352,0.6923076923076923,0.197042010516073,0.3072964200187213,0.853833314624856,4,baseline
from_2023_01,student_t_7_combined,sensitivity,after_midmonth_defining_releases,39,1.0489018899239089,1.2854735239831248,0.01934540958738065,0.04816838231679859,0.7435897435897436,0.14256760853767034,0.320057453209754,0.9216283886445089,4,major_benchmark
from_2023_01,partial_only,major_benchmark,after_midmonth_defining_releases,39,1.2254072227963715,1.284649524923862,0.019059870342769562,0.04734438325753597,0.8717948717948718,0.07552821493006505,0.31961675770470377,1.0847627699670912,4,major_benchmark
from_2023_01,transition_only,major_benchmark,after_midmonth_defining_releases,39,2.8415577219178854,1.3375496103435873,0.04281529378804682,0.10024446867726122,0.41025641025641024,0.3348031275164576,0.41558957157256077,2.6409287553543206,4,major_benchmark
from_2023_01,student_t_7_reduced_core_with_expectations,sensitivity,before_any_defining_release,39,2.8063596407722615,1.3422575880219194,0.04583652741117773,0.10495244635559352,0.5384615384615384,0.5525114623527024,0.4206985761846287,2.613292821333391,4,sensitivity
from_2023_01,student_t_7_reduced_core,baseline,before_any_defining_release,39,2.8063624160903045,1.342269913503328,0.045843091753154305,0.10496477183700187,0.5384615384615384,0.5528993812117873,0.42069269003764403,2.613292821333391,4,baseline
from_2023_01,student_t_7_combined,sensitivity,before_any_defining_release,39,2.8108606176646584,1.3434760105969583,0.0464330123282627,0.10617086893063217,0.5128205128205128,0.5510159312373023,0.42472556785533233,2.6160295660931143,4,major_benchmark
from_2023_01,partial_only,major_benchmark,before_any_defining_release,39,2.852752723312238,1.339806880576334,0.043914652111203746,0.10250173891000783,0.41025641025641024,0.33167243802727736,0.420819909198675,2.6612099282652055,4,major_benchmark
from_2023_01,transition_only,major_benchmark,before_any_defining_release,39,2.8593433452488566,1.340893901401392,0.044364858784763504,0.10358875973506605,0.41025641025641024,0.3354184864584825,0.4239115690554961,2.6657123474296056,4,major_benchmark
from_2023_01,student_t_7_reduced_core_with_expectations,sensitivity,strict_pre_final_score_day,39,1.004781439152356,1.2853045017373104,0.01946816706701998,0.047999360070984314,0.6153846153846154,0.23019448605824055,0.3156011255223816,0.8151896358339719,4,sensitivity
from_2023_01,student_t_7_reduced_core,baseline,strict_pre_final_score_day,39,1.0048163662531857,1.2853093970959626,0.019470295705587677,0.048004255429636565,0.6153846153846154,0.2302141814263285,0.3156151907366099,0.8151896358339719,4,baseline
from_2023_01,student_t_7_combined,sensitivity,strict_pre_final_score_day,39,1.0286221805230582,1.2891053102252716,0.021316043023298883,0.05180016855894568,0.717948717948718,0.22350979718022476,0.31801387244709456,0.8680613926540877,4,major_benchmark
from_2023_01,partial_only,major_benchmark,strict_pre_final_score_day,39,1.2243065087458294,1.284500140469986,0.01898282192122038,0.04719499880366004,0.8717948717948718,0.07563235396752101,0.3193196203253789,1.0847627699670912,4,major_benchmark
from_2023_01,transition_only,major_benchmark,strict_pre_final_score_day,39,2.8415577219178854,1.3375496103435873,0.04281529378804682,0.10024446867726122,0.41025641025641024,0.3348031275164576,0.41558957157256077,2.6409287553543206,4,major_benchmark
