variant_id,engine_model_role,as_of_date,reference_month,relative_month,growth_mean,inflation_mean,growth_variance,growth_inflation_covariance,inflation_variance,exact_score,probability_growth_up_inflation_up,probability_growth_down_inflation_up,probability_growth_up_inflation_down,probability_growth_down_inflation_down,publication_role
student_t_7_reduced_core,baseline,2026-07-20,2026-04-01,-3,0.1247488547515804,0.7735514248814588,0.0,0.0,0.0,True,0.4660393163342353,0.4010957422368248,0.07160639116635031,0.06125855026258964,baseline
student_t_7_reduced_core,baseline,2026-07-20,2026-05-01,-2,0.0273944260020107,0.4104760171455257,0.0,0.0,0.0,True,0.36701084096501885,0.35558619001000596,0.14126774180639784,0.13613522721857735,baseline
student_t_7_reduced_core,baseline,2026-07-20,2026-06-01,-1,0.12354718282782998,-0.34403512162855127,0.5998495262076482,-0.022687598025508102,0.20008615110521757,False,0.17738004950259428,0.16123960902312479,0.3547896160202553,0.3065907254540256,baseline
student_t_7_reduced_core,baseline,2026-07-20,2026-07-01,0,-0.6728794758572108,-0.08432482667035614,10.965926755354662,-0.8639188813861929,0.47492657514325626,False,0.1590199375153843,0.30665255355435467,0.26612365920694553,0.2682038497233155,baseline
